PLU,COMMODITY,VARIETY,EXPIRATION_PANTRY,EXPIRATION_FRIDGE
4637,GRAPES,Red Seeded (All others not listed above),4,7.5
4638,GRAPES,Fantasy/Marroo,4,7.5
4957,GRAPES,Blue/Black Seeded (All others not listed above),4,7.5
4614,GREENS,Collard,,
4615,GREENS,Dandelion,,
4616,GREENS,Mustard (Synonymous with Gai (Gui) Choy),,
4617,GREENS,Polk Greens,,
4618,GREENS,Texas Mustard,,
4619,GREENS,Turnip,,
4620,GREENS,,,
4621,GREENS,,,
4622,GREENS,,,
4623,GREENS,,,
4624,GREENS,,,
4299,GUAVA,,,
4300,HOMLI FRUIT,,,
4625,HORSERADISH ROOT,,,
3454,JACKFRUIT,Green,,
3455,JACKFRUIT,Yellow,,
4626,JICAMA/YAM BEAN,,,
3095,KALE,Multicolor,n/a,10.5
4627,KALE,,n/a,10.5
3446,KALE SPROUTS,,n/a,
4302,KIWANO (HORNED MELON),,,
3279,KIWIFRUIT,Golden,2.5,10
3280,KIWIFRUIT,Regular,2.5,10
4030,KIWIFRUIT,Regular,2.5,10
4301,KIWIFRUIT,,2.5,10
3096,KOHLRABI,Purple/Red/All Other Colors,,
4628,KOHLRABI,,,
4303,KUMQUAT,,,
3402,LEEKS,Regular - Bunch,,
3403,LEEKS,Baby - Bunch,,
4629,LEEKS,Regular,,
4630,LEEKS,Baby,,
4894,LEMONGRASS,,,
3362,LEMONS,Without postharvest treatment,,
3617,LEMONS,Seedless,,
3626,LEMONS,Meyer,,
4033,LEMONS,,,
4053,LEMONS,,,
4304,LEMONS,,,
4958,LEMONS,,,
3097,LETTUCE,"Romaine, Red",,8.5
3098,LETTUCE,"Boston, Red",,8.5
3169,LETTUCE,Catalogna,,8.5
3325,LETTUCE,Lollo Bionda/Coral - Green,,8.5
3326,LETTUCE,Lollo Rossa/Coral - Red,,8.5
3327,LETTUCE,Mignonette (Compact red-tinged butterhead varieties),,8.5
3328,LETTUCE,"Mixed small-leaf salad (eg Sucrine, Mesclun, Rocket/Arugula)",,4
3329,LETTUCE,Oak Leaf - Green,,6
3330,LETTUCE,Oak Leaf - Reg,,6
4061,LETTUCE,Iceberg,,6
4075,LETTUCE,Red Leaf,,6
4076,LETTUCE,Green Leaf,,6
4631,LETTUCE,Bibb/Flat/Round,,8.5
4632,LETTUCE,Boston/Butter,,4
4633,LETTUCE,Hydroponic,,8.5
4634,LETTUCE,Iceberg,,8.5
4639,LETTUCE,Mache,,8.5
4640,LETTUCE,Romaine/Cos,,8.5
4641,LETTUCE,,,8.5
4642,LETTUCE,,,8.5
4643,LETTUCE,,,8.5
4328,LIMEQUATS,,,
4048,LIMES,"Regular (incl. Persian, Tahiti & Bearss)",,
4305,LIMES,Key (incl. Mexican & West Indian),,
4306,LIMES,,,
4307,LONGAN,,,
4308,LOQUATS,,,
3099,LOTUS ROOT,,,
4309,LYCHEES,,,
3106,MACADAMIA,,,
3366,MADROÑA,,,
4644,MALANGA,,,
4310,MAMEY,,,
3114,MANGO,Green,3.5,6
3363,MANGO,Bowen & Kensington Pride,3.5,6
3364,MANGO,R2E2 (ArtwoEetwo),3.5,6
3365,MANGO,Ripe/Ready-to-Eat,1,6
3464,MANGO,B-74,3.5,6
3488,MANGO,,3.5,6
3621,MANGO,Francis,3.5,6
4051,MANGO,"Red (Includes Tommy Atkins, Kent, Palmer, Vandyke, Edward,Hayden)",3.5,6
4311,MANGO,Green (Includes Keitt and Francis),3.5,6
4312,MANGO,"Yellow (Includes Oro, Ataulfo/Honey Manila)",3.5,6
4313,MANGO,,3.5,6
4314,MANGO,,3.5,6
4315,MANGO,,3.5,6
4316,MANGO,,3.5,6
4584,MANGO,Green (Includes Keitt and Francis),3.5,6
4959,MANGO,"Red (Includes Tommy Atkins, Kent, Palmer Vandyke, Edward, Hayden)",3.5,6
4961,MANGO,Yellow,3.5,6
3042,MANGOSTEEN,,,
4895,MARJORAM,,,
3033,MELON,Charentais,,
3034,MELON,Charentais,,
3100,MELON,Gold Honeydew,,
3101,MELON,Piel de Sapo,,
3281,MELON,"Watermelon - Orange, Seedless",,
3289,MELON,Sprite,,
3306,MELON,Charentais,,
3307,MELON,Charentais,,
3308,MELON,"Watermelon - Orange, Seedless",,
3367,MELON,Glasshouse - Netted varieties,,
3368,MELON,Ogen,,
3421,MELON,Watermelon - Mini Seedless,,
3456,MELON,Winter,,
3470,MELON,"Watermelon - Red, Small Seeds",,
3622,MELON,Honey Green,,
3623,MELON,Hami,,
3624,MELON,Korean,,
4031,MELON,Watermelon - Red   ,,
4032,MELON,"Watermelon - Red, Seedless",,
4034,MELON,Honeydew/White Honeydew,,
4049,MELON,Cantaloupe/Rockmelon,,
4050,MELON,Cantaloupe/Rockmelon,,
4317,MELON,Canary/Yellow Honeydew,,
4318,MELON,Cantaloupe/Muskmelon,,
4319,MELON,Cantaloupe/Muskmelon,,
4320,MELON,Casaba,,
4321,MELON,Cinnabar,,
4322,MELON,Crenshaw,,
4324,MELON,French Afternoon,,
4325,MELON,French Breakfast,,
4326,MELON,Galia,,
4327,MELON,Orange Flesh/Cantaline,,
4329,MELON,Honeydew/White Honeydew,,
4330,MELON,Mayan,,
4331,MELON,Mickey Lee Watermelon/Sugarbaby,,
4332,MELON,Muskmelon,,
4333,MELON,Pepino,,
4334,MELON,Persian,,
4335,MELON,Prince,,
4336,MELON,Santa Claus,,
4337,MELON,Saticoy,,
4338,MELON,Sharlin,,
4339,MELON,Spanish/Tendral,,
4340,MELON,Watermelon - Yellow,,
4341,MELON,"Watermelon - Yellow, Seedless",,
4342,MELON,,,
4343,MELON,,,
4344,MELON,,,
4345,MELON,,,
4346,MELON,,,
4347,MELON,,,
4348,MELON,,,
4349,MELON,,,
4350,MELON,,,
4351,MELON,,,
4352,MELON,,,
4353,MELON,,,
4354,MELON,,,
4355,MELON,,,
4356,MELON,,,
4357,MELON,,,
4358,MELON,,,
4359,MELON,,,
4360,MELON,,,
4361,MELON,,,
4362,MELON,,,
4363,MELON,,,
4364,MELON,,,
4365,MELON,,,
4366,MELON,,,
4367,MELON,,,
4368,MELON,,,
4369,MELON,,,
4370,MELON,,,
4371,MELON,,,
4372,MELON,,,
4373,MELON,,,
4374,MELON,,,
4375,MELON,,,
4376,MELON,,,
3475,MINT,Peppermint,,
4896,MINT,,,
4929,MIXED NUTS,,,
3102,MUSHROOMS,Morel,n/a,8.5
3103,MUSHROOMS,Enoki,n/a,8.5
3404,MUSHROOMS,Cep,n/a,8.5
3405,MUSHROOMS,Fairy Ring Champignon,n/a,8.5
3406,MUSHROOMS,Grey - Tricholoma,n/a,8.5
3407,MUSHROOMS,Grisette,n/a,8.5
3408,MUSHROOMS,Horn of Plenty/Black Trumpet,n/a,8.5
3409,MUSHROOMS,Pioppino,n/a,8.5
3410,MUSHROOMS,Saffron Milk-Cap,n/a,8.5
3411,MUSHROOMS,Sheep Polypore,n/a,8.5
4085,MUSHROOMS,Regular,n/a,8.5
4645,MUSHROOMS,"Regular, Button",n/a,8.5
4646,MUSHROOMS,Black Forest,n/a,8.5
4647,MUSHROOMS,Chanterelle,n/a,8.5
4648,MUSHROOMS,Cremini/Brown/Swiss Brown,n/a,8.5
4649,MUSHROOMS,Oyster,n/a,8.5
4650,MUSHROOMS,"Portabella (Synonymous with Cremini, Brown, Swiss Brown Mushrooms)",n/a,8.5
4651,MUSHROOMS,Shiitake,n/a,8.5
4652,MUSHROOMS,Wood Ear,n/a,8.5
4653,MUSHROOMS,,n/a,8.5
4654,MUSHROOMS,,n/a,8.5
3275,NAME,Yellow (nyAH-may),,
3276,NAME,White (nyAH-may),,
4818,NAME,,,
3035,NECTARINE,"White Flesh, Tree Ripened, Ready-to-eat",,
3369,NECTARINE,Nectavigne (Red Flesh),,
3437,NECTARINE,Flat Yellow,,
3439,NECTARINE,White Flesh Flat,,
4035,NECTARINE,Yellow Flesh,,
4036,NECTARINE,Yellow Flesh,,
4188,NECTARINE,"White Flesh, Tree Ripened, Ready-to-eat",,
4377,NECTARINE,"Yellow Flesh, Tree Ripened, Ready-to-eat",,
4378,NECTARINE,"Yellow Flesh, Tree Ripened, Ready-to-eat",,
4379,NECTARINE,,,
4380,NECTARINE,,,
4655,OKRA,Regular (Green),,
4656,OKRA,Chinese,,
4657,OKRA,Red,,
3162,ONG CHOY,Synonymous with Water Spinach,,
3286,ONIONS,Sweet red Italian - flat,35,45
3331,ONIONS,Red Fresh - Bunch,35,45
3412,ONIONS,Yellow/Brown Fresh - Bunch,35,45
4068,ONIONS,Green (Scallions)/Spring,1.5,10.5
4082,ONIONS,Red,35,45
4093,ONIONS,Yellow/Brown,35,45
4159,ONIONS,Vidalia,35,45
4161,ONIONS,Texas Sweet,35,45
4163,ONIONS,Walla Walla,35,45
4164,ONIONS,Maui,35,45
4165,ONIONS,California Sweet,35,45
4166,ONIONS,Other Sweet,35,45
4658,ONIONS,Boiling,35,45
4659,ONIONS,Bulb,35,45
4660,ONIONS,Pearl,35,45
4661,ONIONS,"Pickling, White",35,45
4662,ONIONS,Shallots,30,30
4663,ONIONS,White,35,45
4665,ONIONS,Yellow/Brown,35,45
4666,ONIONS,,35,45
4667,ONIONS,,35,45
4668,ONIONS,,35,45
4669,ONIONS,,35,45
4670,ONIONS,,35,45
3476,ORANGE TREE LEAF,,,
3027,ORANGES,Shamouti,17.5,45
3028,ORANGES,Delta Seedless,17.5,45
3036,ORANGES,Midknight,17.5,45
3107,ORANGES,Navel,17.5,45
3108,ORANGES,Valencia,17.5,45
3109,ORANGES,Seville (Marmalade type),17.5,45
3110,ORANGES,"Navel, Cara Cara (Red)",17.5,45
3153,ORANGES,Delta Seedless,17.5,45
3154,ORANGES,Delta Seedless,17.5,45
3155,ORANGES,Midknight,17.5,45
3156,ORANGES,Midknight,17.5,45
3309,ORANGES,Lima,17.5,45
3310,ORANGES,Pera,17.5,45
3370,ORANGES,Maltaise,17.5,45
3371,ORANGES,Salustiana,17.5,45
3372,ORANGES,Navelate (and other late Navel varieties),17.5,45
3373,ORANGES,Navelina (incl. Newhall),17.5,45
3374,ORANGES,Without postharvest treatment,17.5,45
4012,ORANGES,Navel,17.5,45
4013,ORANGES,Navel,17.5,45
4014,ORANGES,Valencia,17.5,45
4014,ORANGES,Valencia,17.5,45
4381,ORANGES,Blood,17.5,45
4382,ORANGES,Juice,17.5,45
4384,ORANGES,Navel,17.5,45
4385,ORANGES,Navel,17.5,45
4386,ORANGES,Temple,17.5,45
4387,ORANGES,Temple,17.5,45
4388,ORANGES,Valencia,17.5,45
4388,ORANGES,Valencia,17.5,45
4389,ORANGES,,17.5,45
4390,ORANGES,,17.5,45
4391,ORANGES,,17.5,45
4392,ORANGES,,17.5,45
4393,ORANGES,,17.5,45
4897,OREGANO,,,
4870,OTHER DRIED FRUITS,,,
4871,OTHER DRIED FRUITS,,,
4872,OTHER DRIED FRUITS,,,
4873,OTHER DRIED FRUITS,,,
4874,OTHER DRIED FRUITS,,,
4875,OTHER DRIED FRUITS,,,
4876,OTHER DRIED FRUITS,,,
4877,OTHER DRIED FRUITS,,,
4878,OTHER DRIED FRUITS,,,
4879,OTHER DRIED FRUITS,,,
4880,OTHER DRIED FRUITS,,,
4881,OTHER DRIED FRUITS,,,
4882,OTHER DRIED FRUITS,,,
4883,OTHER DRIED FRUITS,,,
4471,OTHER FRUITS,,,
4472,OTHER FRUITS,,,
4473,OTHER FRUITS,,,
4474,OTHER FRUITS,,,
4475,OTHER FRUITS,,,
4476,OTHER FRUITS,,,
4477,OTHER FRUITS,,,
4478,OTHER FRUITS,,,
4479,OTHER FRUITS,,,
4480,OTHER FRUITS,,,
4481,OTHER FRUITS,,,
4482,OTHER FRUITS,,,
4483,OTHER FRUITS,,,
4484,OTHER FRUITS,,,
4485,OTHER FRUITS,,,
4486,OTHER FRUITS,,,
4487,OTHER FRUITS,,,
4488,OTHER FRUITS,,,
4489,OTHER FRUITS,,,
4490,OTHER FRUITS,,,
4909,OTHER HERBS,,,
4910,OTHER HERBS,,,
4911,OTHER HERBS,,,
4912,OTHER HERBS,,,
4913,OTHER HERBS,,,
4914,OTHER HERBS,,,
4915,OTHER HERBS,,,
4916,OTHER HERBS,,,
4917,OTHER HERBS,,,
4918,OTHER HERBS,,,
4919,OTHER HERBS,,,
4920,OTHER HERBS,,,
4921,OTHER HERBS,,,
4922,OTHER HERBS,,,
4923,OTHER HERBS,,,
4947,OTHER NUTS,,,
4948,OTHER NUTS,,,
4949,OTHER NUTS,,,
4950,Other Nuts,,,
4951,OTHER NUTS,,,
4952,OTHER NUTS,,,
4953,OTHER NUTS,,,
4954,OTHER NUTS,,,
4955,OTHER NUTS,,,
4956,OTHER NUTS,,,
4500,OTHER VEGETABLES,,,
4501,OTHER VEGETABLES,,,
4502,OTHER VEGETABLES,,,
4503,OTHER VEGETABLES,,,
4504,OTHER VEGETABLES,,,
4505,OTHER VEGETABLES,,,
4506,OTHER VEGETABLES,,,
4507,OTHER VEGETABLES,,,
4508,OTHER VEGETABLES,,,
4509,OTHER VEGETABLES,,,
4510,OTHER VEGETABLES,,,
4511,OTHER VEGETABLES,,,
4512,OTHER VEGETABLES,,,
4513,OTHER VEGETABLES,,,
4820,OTHER VEGETABLES,,,
4821,OTHER VEGETABLES,,,
4822,OTHER VEGETABLES,,,
4823,OTHER VEGETABLES,,,
4824,OTHER VEGETABLES,,,
4825,OTHER VEGETABLES,,,
4826,OTHER VEGETABLES,,,
4827,OTHER VEGETABLES,,,
4828,OTHER VEGETABLES,,,
4829,OTHER VEGETABLES,,,
4830,OTHER VEGETABLES,,,
4831,OTHER VEGETABLES,,,
4832,OTHER VEGETABLES,,,
4833,OTHER VEGETABLES,,,
4834,OTHER VEGETABLES,,,
4835,OTHER VEGETABLES,,,
4836,OTHER VEGETABLES,,,
4837,OTHER VEGETABLES,,,
4838,OTHER VEGETABLES,,,
4839,OTHER VEGETABLES,,,
4840,OTHER VEGETABLES,,,
4841,OTHER VEGETABLES,,,
4842,OTHER VEGETABLES,,,
4843,OTHER VEGETABLES,,,
4844,OTHER VEGETABLES,,,
4845,OTHER VEGETABLES,,,
4846,OTHER VEGETABLES,,,
4847,OTHER VEGETABLES,,,
4848,OTHER VEGETABLES,,,
4849,OTHER VEGETABLES,,,
4850,OTHER VEGETABLES,,,
4851,OTHER VEGETABLES,,,
4852,OTHER VEGETABLES,,,
4853,OTHER VEGETABLES,,,
4854,OTHER VEGETABLES,,,
4855,OTHER VEGETABLES,,,
4856,OTHER VEGETABLES,,,
4857,OTHER VEGETABLES,,,
4858,OTHER VEGETABLES,,,
4859,OTHER VEGETABLES,,,
4898,OYSTER PLANT/SALSIFY,,,
3477,PAPALO,,,
3111,PAPAYA/PAWPAW,Red-Fleshed (Solo Sunrise),,
3112,PAPAYA/PAWPAW,Meridol,,
4052,PAPAYA/PAWPAW,Regular,,
4394,PAPAYA/PAWPAW,Regular,,
4395,PAPAYA/PAWPAW,Cooking/Mexican,,
4396,PAPAYA/PAWPAW,,,
4899,PARSLEY,Regular/Curly,,
4901,PARSLEY,Italian/Continental/French,,
4902,PARSLEY,,,
4671,PARSLEY ROOT(HAMBURG PARSLEY),,,
3053,PARSNIP,Baby,,
4672,PARSNIP,,,
3038,PASSION FRUIT,"Granadilla, Orange",,
3311,PASSION FRUIT,Curuba/Banana,,
3312,PASSION FRUIT,Granadilla - Yellow/Maracuja,,
4397,PASSION FRUIT,Purple,,
4398,PASSION FRUIT,,,
3113,PEACHES,Flat White Flesh (Saturn type),3.5,4.5
3115,PEACHES,Flat Yellow Flesh,3.5,4.5
3116,PEACHES,Yellow Flesh (Tree Ripened/Ready-to-eat),3.5,4.5
3117,PEACHES,Yellow Flesh (Tree Ripened/Ready-to-eat),3.5,4.5
3313,PEACHES,White Flesh - Tree Ripened/ Ready-to-eat,3.5,4.5
3314,PEACHES,White Flesh - Tree Ripened/ Ready-to-eat,3.5,4.5
3375,PEACHES,de Vigne & Sanguine (Red Flesh),3.5,4.5
4037,PEACHES,Yellow Flesh,3.5,4.5
4038,PEACHES,Yellow Flesh,3.5,4.5
4043,PEACHES,Yellow Flesh - Tree Ripened/Ready-to-eat,3.5,4.5
4044,PEACHES,Yellow Flesh - Tree Ripened/Ready-to-eat,3.5,4.5
4399,PEACHES,Indian,3.5,4.5
4400,PEACHES,White Flesh,3.5,4.5
4401,PEACHES,White Flesh,3.5,4.5
4402,PEACHES,Yellow Flesh,3.5,4.5
4403,PEACHES,Yellow Flesh,3.5,4.5
4404,PEACHES,,3.5,4.5
4405,PEACHES,,3.5,4.5
4930,PEANUTS,,,
4931,PEANUTS,Raw,,
4932,PEANUTS,Roasted - Salted,,
4933,PEANUTS,Roasted - Unsalted,,
4934,PEANUTS,,,
4935,PEANUTS,,,
3489,PEAR,,3.5,8.5
3012,PEARS,Abate Fetel,3.5,8.5
3013,PEARS,Beurre Hardy,3.5,8.5
3014,PEARS,Bon Rouge,3.5,8.5
3015,PEARS,Clara Friis,3.5,8.5
3016,PEARS,Concorde,3.5,8.5
3017,PEARS,Conference,3.5,8.5
3018,PEARS,Durondeau,3.5,8.5
3019,PEARS,Flamingo,3.5,8.5
3020,PEARS,General Leclerc,3.5,8.5
3021,PEARS,Guyot,3.5,8.5
3022,PEARS,Josephine,3.5,8.5
3023,PEARS,Passe Crassane,3.5,8.5
3024,PEARS,Rocha,3.5,8.5
3025,PEARS,Rosemarie,3.5,8.5
3026,PEARS,Triumph de Vienne,3.5,8.5
3118,PEARS,Starkrimson,3.5,8.5
3316,PEARS,Carmen,3.5,8.5
3317,PEARS,Angelys,3.5,8.5
3318,PEARS,Passe Crassane,3.5,8.5
3376,PEARS,Alexander Lucas,3.5,8.5
3377,PEARS,Louise Bonne,3.5,8.5
3378,PEARS,Santa Maria,3.5,8.5
3420,PEARS,Belle du Jumet,3.5,8.5
3434,PEARS,Tosca,3.5,8.5
3466,PEARS,Cape Rose,3.5,8.5
3485,PEARS,HAROVIN SUNDOWN PEAR,3.5,8.5
3606,PEARS,Sweet Sensation,3.5,8.5
4024,PEARS,Bartlett/Williams/WBC,3.5,8.5
4025,PEARS,Anjou,3.5,8.5
4026,PEARS,Bosc/Beurre Bosc,3.5,8.5
4406,PEARS,Asian/Nashi - White,3.5,8.5
4407,PEARS,Asian/Nashi - Yellow,3.5,8.5
4408,PEARS,Asian/Nashi - Brown,3.5,8.5
4409,PEARS,Bartlett/Williams/WBC,3.5,8.5
4410,PEARS,Bartlett - Red/Red Sensation,3.5,8.5
4411,PEARS,Bosc/Beurre Bosc,3.5,8.5
4412,PEARS,Bosc/Beurre Bosc,3.5,8.5
4413,PEARS,Bosc/Beurre Bosc,3.5,8.5
4414,PEARS,Comice/ Doyenne du Comice,3.5,8.5
4415,PEARS,Red,3.5,8.5
4416,PEARS,Anjou,3.5,8.5
4417,PEARS,Anjou - Red,3.5,8.5
4418,PEARS,Forelle/Corella,3.5,8.5
4419,PEARS,French,3.5,8.5
4420,PEARS,King Royal,3.5,8.5
4421,PEARS,Packham/Packhams Triumph,3.5,8.5
4422,PEARS,Seckel,3.5,8.5
4423,PEARS,Tree Ripened,3.5,8.5
4424,PEARS,Winter Nelis/Honey,3.5,8.5
4425,PEARS,Retailer Assigned,3.5,8.5
4426,PEARS,,3.5,8.5
4553,PEARS,Taylors Gold,3.5,8.5
4890,PEARS,Chinese Yali,3.5,8.5
4960,PEARS,Fragrant,3.5,8.5
4092,PEAS,Chinese Snow Pea/Pea Pod/Mange Tout,,
4673,PEAS,Blackeyed,,
4674,PEAS,Green,,
4675,PEAS,Sugar Snap,,
4676,PEAS,,,
4936,PECANS,,,
4937,PECANS,,,
3054,PEPPERS (CAPSICUMS),Elongated (Clovis Red/Lamuyo Red),n/a,
3055,PEPPERS (CAPSICUMS),Elongated (Clovis Green/Lamuyo Green),n/a,
3056,PEPPERS (CAPSICUMS),Elongated (Clovis Yellow/Lamuyo Yellow),n/a,
3057,PEPPERS (CAPSICUMS),Elongated (Clovis Orange/Lamuyo Orange),n/a,
3058,PEPPERS (CAPSICUMS),Elongated (Clovis White/Lamuyo White),n/a,
3119,PEPPERS (CAPSICUMS),"Bell, Greenhouse - Green",n/a,17.5
3120,PEPPERS (CAPSICUMS),"Bell, Greenhouse - Green",n/a,17.5
3121,PEPPERS (CAPSICUMS),"Bell, Greenhouse - Orange",n/a,10.5
3122,PEPPERS (CAPSICUMS),"Bell, Greenhouse - White",n/a,
3123,PEPPERS (CAPSICUMS),"Bell, Greenhouse - Brown",n/a,
3124,PEPPERS (CAPSICUMS),"Bell, Greenhouse - Purple",n/a,
3125,PEPPERS (CAPSICUMS),Habanero,n/a,
3413,PEPPERS (CAPSICUMS),Tabasco,n/a,
3465,PEPPERS (CAPSICUMS),Stripy Bell,n/a,
4065,PEPPERS (CAPSICUMS),"Bell, Field Grown - Green",n/a,
4088,PEPPERS (CAPSICUMS),"Bell, Field Grown - Red",n/a,
4677,PEPPERS (CAPSICUMS),Anaheim (Green and Red),n/a,
4678,PEPPERS (CAPSICUMS),Banana (Yellow Long),n/a,
4679,PEPPERS (CAPSICUMS),"Bell, Field Grown - Brown",n/a,
4680,PEPPERS (CAPSICUMS),"Bell, Field Grown - Golden (Yellow)",n/a,
4681,PEPPERS (CAPSICUMS),"Bell, Field Grown - Green",n/a,17.5
4682,PEPPERS (CAPSICUMS),"Bell, Field Grown - Orange",n/a,10.5
4683,PEPPERS (CAPSICUMS),"Bell, Field Grown - Purple",n/a,
4684,PEPPERS (CAPSICUMS),"Bell, Field Grown - White",n/a,
4685,PEPPERS (CAPSICUMS),Chili - Dried,n/a,
4686,PEPPERS (CAPSICUMS),Chili - Green,n/a,
4687,PEPPERS (CAPSICUMS),Cubanelle,n/a,
4688,PEPPERS (CAPSICUMS),"Bell, Greenhouse - Red",n/a,
4689,PEPPERS (CAPSICUMS),"Bell, Greenhouse - Yellow",n/a,
4690,PEPPERS (CAPSICUMS),Hot (Hungarian Hot),n/a,
4691,PEPPERS (CAPSICUMS),Hot Mixed,n/a,
4692,PEPPERS (CAPSICUMS),Hungarian Wax,n/a,
4693,PEPPERS (CAPSICUMS),Jalapeno - Green/Mexican Green,n/a,
4694,PEPPERS (CAPSICUMS),Jalapeno - Red/Mexican Red,n/a,
4695,PEPPERS (CAPSICUMS),Japanese - Red,n/a,
4696,PEPPERS (CAPSICUMS),Long Hot - Green,n/a,
4697,PEPPERS (CAPSICUMS),Long Hot - Red,n/a,
4698,PEPPERS (CAPSICUMS),Morita Chili,n/a,
4699,PEPPERS (CAPSICUMS),Negro,n/a,
4700,PEPPERS (CAPSICUMS),New Mexico,n/a,
4701,PEPPERS (CAPSICUMS),Pasilla - Green,n/a,
4702,PEPPERS (CAPSICUMS),Pasilla - Red,n/a,
4703,PEPPERS (CAPSICUMS),Pasilla Pod,n/a,
4704,PEPPERS (CAPSICUMS),Pinole,n/a,
4705,PEPPERS (CAPSICUMS),Poblano,n/a,
4706,PEPPERS (CAPSICUMS),Red Cheese,n/a,
4707,PEPPERS (CAPSICUMS),Red Finger,n/a,
4708,PEPPERS (CAPSICUMS),Red Pimiento/ Red Sweet Long,n/a,
4709,PEPPERS (CAPSICUMS),Serrano,n/a,
4710,PEPPERS (CAPSICUMS),,n/a,
4711,PEPPERS (CAPSICUMS),,n/a,
4712,PEPPERS (CAPSICUMS),,n/a,
4713,PEPPERS (CAPSICUMS),,n/a,
4714,PEPPERS (CAPSICUMS),,n/a,
4715,PEPPERS (CAPSICUMS),,n/a,
4716,PEPPERS (CAPSICUMS),,n/a,
4717,PEPPERS (CAPSICUMS),,n/a,
4718,PEPPERS (CAPSICUMS),,n/a,
4719,PEPPERS (CAPSICUMS),,n/a,
4720,PEPPERS (CAPSICUMS),,n/a,
4721,PEPPERS (CAPSICUMS),,n/a,
4722,PEPPERS (CAPSICUMS),,n/a,
4772,PEPPERS (CAPSICUMS),Chili - Yellow,n/a,
3459,PERSIMMON,Shiny Red,,
4427,PERSIMMON,Regular (American Persimmon),,
4428,PERSIMMON,Japanese/Sharonfruit (Kaki),,
4429,PERSIMMON,,,
3039,PHYSALIS/CAPE GOOSEBERRY/GROUND CHERRY,,,
4938,PINE NUTS (PIGNOLI),,,
3037,PINEAPPLE,Queen,2.5,4.5
3379,PINEAPPLE,Mini,2.5,4.5
3380,PINEAPPLE,Perola,2.5,4.5
4029,PINEAPPLE,,2.5,4.5
4430,PINEAPPLE,,2.5,4.5
4431,PINEAPPLE,Jet Fresh,2.5,4.5
4432,PINEAPPLE,Jet Fresh,2.5,4.5
4433,PINEAPPLE,,2.5,4.5
4864,PINEAPPLE,(Dried Fruit),,
4939,PISTACHIO,Natural,,
4940,PISTACHIO,Red,,
4941,PISTACHIO,,,
3040,PITAHAYA,Red (skin color),,
3319,PITAHAYA,Yellow (skin color),,
3126,PLUMCOT (INTERSPECIFIC PLUM),,,
3278,PLUMCOT (INTERSPECIFIC PLUM),,,
3609,PLUMCOT (INTERSPECIFIC PLUM),Red,,
3610,PLUMCOT (INTERSPECIFIC PLUM),Green,,
3611,PLUMCOT (INTERSPECIFIC PLUM),Black,,
3457,PLUMS,President,,
4039,PLUMS,"Black (Includes Ambra, Black Beaut, Prima Black, Blackamber, Black Torch, Catalina, Challenger, Black Diamond, Friar, Royal Diamond, Black Knight, Freedom, Black Flame, Howard Sun, Angeleno)",,
4040,PLUMS,"Black (Includes Ambra, Black Beaut, Prima Black, Blackamber, Black Torch, Catalina, Challenger, Black Diamond, Friar, Royal Diamond, Black Knight, Freedom, Black Flame, Howard Sun, Angeleno)",,
4041,PLUMS,"Red (Includes Santa Rosa, Late Santa Rosa, Red Beaut, Rich Red, Spring Beaut, First Beaut, Royal Red, Red Jewel, Rose Zee, Royal Zee, Ace, Aleta Rose, Burgandy, July Santa Rosa, Frontier, Fortune, Grand Rosa, Red Lane, Red Rosa, Casselman, Autumn Rosa, Mi",,
4042,PLUMS,"Red (Includes Santa Rosa, Late Santa Rosa, Red Beaut, Rich Red, Spring Beaut, First Beaut, Royal Red, Red Jewel, Rose Zee, Royal Zee, Ace, Aleta Rose, Burgandy, July Santa Rosa, Frontier, Fortune, Grand Rosa, Red Lane, Red Rosa, Casselman, Autumn Rosa, Mi",,
4434,PLUMS,"Green (Includes Dolly, Kelsey, Wickson)",,
4435,PLUMS,"Green (Includes Dolly, Kelsey, Wickson)",,
4436,PLUMS,Italian Prune/Sugar,,
4437,PLUMS,"Purple (Includes Queen Rosa, Laroda, Nublana, Queen Ann, Simka, El Dorado)",,
4438,PLUMS,"Purple (Includes Queen Rosa, Laroda, Nublana, Queen Ann, Simka, El Dorado) ",,
4439,PLUMS,Tree Ripened,,
4440,PLUMS,Tree Ripened,,
4441,PLUMS,Yellow (Includes Golden Globe),,
4442,PLUMS,Yellow (Includes Golden Globe),,
4443,PLUMS,,,
4444,PLUMS,,,
3127,POMEGRANATE,,,
3440,POMEGRANATE,,,
4445,POMEGRANATE,,,
4446,POMEGRANATE,,,
3128,POTATO,Purple,17.5,75
3414,POTATO,Baking - White,30,105
3415,POTATO,Baking - Red and Red Eye varieties,17.5,75
4072,POTATO,Russet,30,105
4073,POTATO,Red,17.5,75
4083,POTATO,White,30,105
4723,POTATO,Creamer - Red,17.5,75
4724,POTATO,Creamer - White,17.5,75
4725,POTATO,Russet,17.5,75
4726,POTATO,Long - White,17.5,75
4727,POTATO,Yellow,17.5,75
4728,POTATO,,,
4729,POTATO,,,
4730,POTATO,,,
4731,POTATO,,,
4732,POTATO,,,
4733,POTATO,,,
3274,PRUNES,Fresh,,
4865,PRUNES,Regular (Dried Fruit),,
4866,PRUNES,Pitted (Dried Fruit),,
4867,PRUNES,Retailer Assigned (Dried Fruit),,
3130,PUMPKIN,Jumbo,,
3131,PUMPKIN,Decorative (Painted),,
